product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
60% Cocoa Dark Chocolate,Candy & Chocolate,37.5,5.0,40.0,10.0,e
70% Cocoa Dark Chocolate,Candy & Chocolate,27.5,7.5,42.5,12.5,e
White Chocolate,Candy & Chocolate,52.5,7.5,35.0,0.0,e
Milk Chocolate & Almonds,Candy & Chocolate,36.0,10.0,40.0,6.0,e
Chocolate Chewie,Candy & Chocolate,36.0,6.0,26.0,4.0,e
Les Pépites de Noël - Étoiles à la Cannelle,Candy & Chocolate,51.0,7.0,21.0,,e
Galletas Tartaletas Fresa,Candy & Chocolate,12.6923076923077,4.61538461538461,20.7692307692308,1.92307692307692,d
Sächsischer Christstollen,Candy & Chocolate,28.8,4.8,17.4,,e
La galette bretonne,Candy & Chocolate,23.0,5.9,20.0,,e
PANETTONE TORREBLANCA,Candy & Chocolate,26.81,6.71,19.6,,e
Panettone,Candy & Chocolate,24.37,6.38,22.35,,e
Crème de marrons de l’Ardèche,Spreads & Dips,50.2,1.3,0.8,1.9,d
Turrón ecológico yema tostada,Candy & Chocolate,47.0,10.0,24.0,4.0,e
4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies,Candy & Chocolate,29.4,6.0,26.8,1.9,e
Giant cookies triple belgian chocolate,Candy & Chocolate,44.6,5.5,19.4,,e
Le Sablé du Nord Pépites de chocolat,Candy & Chocolate,29.0,6.8,15.0,1.9,e
Triangolo senza glutine mais equilibrio Esselunga,Chips & Savoury Snacks,0.5,6.0,11.2,2.2,c
Macaron pêche carrefour contact,Candy & Chocolate,25.0,5.2,17.0,,e
Gocce fondente extra,Candy & Chocolate,49.0,5.8,28.0,9.1,e
Purdey's chocolate bunny,Candy & Chocolate,37.5,5.0,40.0,10.0,unknown
All Butter Cookies,Candy & Chocolate,30.2,6.9,26.1,3.2,e
Tresor,Cereals & Granola,26.0,7.1,16.0,3.6,e
Dark Chocolate Eggs,Candy & Chocolate,36.842105263158,5.2631578947368,39.473684210526,7.8947368421053,unknown
POP TARTS FROSTED STRAWBERRY,Candy & Chocolate,32.6923076923077,3.84615384615385,9.61538461538461,1.92307692307692,e
Scottish Shortbreads,Candy & Chocolate,14.8,5.4,29.2,0.0,e
Chantilly cioccolato 6 porzioni,Candy & Chocolate,22.0,4.6,11.0,4.0811227607727,d
Paupiette de volaille sauce forestière brocolis purée,Candy & Chocolate,0.9,5.7,6.7,2.0,b
Confiture Extra,Spreads & Dips,13.94375,0.6403125,0.3296875,3.2046875,a
Muesli fruits,Cereals & Granola,15.0,9.6999998092651,5.4000000953674,,unknown
All butter viennese swirls,Candy & Chocolate,18.5714285714286,5.0,31.4285714285714,1.42857142857143,e
Biscuits Viennois au chocolat au lait,Candy & Chocolate,29.6296296296296,5.92592592592593,29.6296296296296,3.7037037037037,e
Cornish Cruncher Cheddar & Pickled Onion Hand Cooked,Chips & Savoury Snacks,2.5,6.2,26.5,6.3,d
Scottish All Butter Toffee & Pecan Shortbread Rounds,Candy & Chocolate,21.2,4.7,34.9,4.1,e
sweet Chilli crisps,Chips & Savoury Snacks,2.9,6.8,26.2,3.3,d
Maple Bacon Hand Cooked Crisps,Chips & Savoury Snacks,2.4,6.3,30.9,,d
Königsberger Marzipan,Candy & Chocolate,43.4,9.2,26.4,5.346,d
Fruit Crumbles,Candy & Chocolate,95.6,0.3,0.5,,e
Purdys chocolate coins,Candy & Chocolate,47.5,7.5,37.5,2.5,e
Liquorice Catherine Wheels,Candy & Chocolate,46.8,4.2,1.1,2.8,d
Andines,Candy & Chocolate,18.85,8.06,40.8,0.0,e
blackcurrant conserve,Spreads & Dips,3.0,6.75,26.25,3.25,d
Moutarde au miel,Spreads & Dips,9.88,4.09,3.5,,e
All Butter Summer Trifle Cookies,Candy & Chocolate,30.5,5.9,21.5,3.2,e
English Muffins,Baked Goods & Biscuits,0.766655555555556,10.7282815277778,1.68587847222222,5.75730972222222,a
2 Lemon Curd Iced Buns,Candy & Chocolate,39.5,4.8,6.9,1.5,e
Cheesecake,Candy & Chocolate,20.4,5.0,23.2,0.3,e
Gâteau à la Carotte avec des Noix,Candy & Chocolate,35.0,4.5,18.0,2.4,e
Superfruit Muesli,Cereals & Granola,9.1,12.1,6.9,,unknown
Natural Peanut Butter,Nuts & Seeds,9.375,25.0,50.0,6.25,unknown
Pringles Original,Chips & Savoury Snacks,0.72727272727273,3.5757575757576,18.787878787879,0.66666666666667,c
Mini eggs,Candy & Chocolate,68.75,6.25,21.875,,unknown
THẠCH RAU CÂU HƯƠNG TRÁI CÂY TỔNG HỎ - ASSORT FAVOR MINI FRUITY GELS,Spreads & Dips,23.0,0.0,0.0,1.0,c
Chocolate Almond Biscotti Dipping cookies,Candy & Chocolate,35.7142857142857,7.14285714285715,12.5,3.57142857142857,e
Il panettone,Candy & Chocolate,21.0,7.1,21.0,2.5,e
Les marrons glacés,Candy & Chocolate,59.0,0.0,0.8,,d
Apricot jam,Spreads & Dips,49.3,0.5,0.5,0.5,d
Creamy,Nuts & Seeds,10.9,25.3,51.6,4.7,d
SuperCrunch,Nuts & Seeds,9.4,25.6,52.2,3.8,c
Rapberry Jam,Spreads & Dips,48.2,0.5,0.5,2.3,d
Pop tarts cookies,Candy & Chocolate,34.1,4.6,11.7,1.6,e
Pringles screaming dill pickles,Chips & Savoury Snacks,1.0,1.0,9.0,,e
Panettone pere e cioccolato,Candy & Chocolate,21.0,7.1,21.0,2.5,e
Alles Gute,Candy & Chocolate,50.0,6.3,34.0,0.910026442307692,e
Muesli pépites croustillantes Chocolat noir,Cereals & Granola,22.0,9.6,15.0,8.3,c
happy'box,Candy & Chocolate,52.0,5.4,0.5,,e
White chocolate cake,Candy & Chocolate,39.5,4.2,19.6,0.9,e
Pack de 2 Twix,Candy & Chocolate,0.66,6.25,4.17,6.2,unknown
Original Superfood Oatmeal,Cereals & Granola,0.0,12.5,10.0,10.0,a
mix nuts,Fruit Snacks,3.9,16.0,57.0,7.3,unknown
Marks & Spencer Frozen Croissanrs,Candy & Chocolate,4.4,10.1,23.9,2.2,e
Ready to Bake Pains au Chocolat,Candy & Chocolate,11.6981132075472,8.49056603773585,25.2830188679245,3.20754716981132,e
Vector,Cereals & Granola,18.6440677966102,10.1694915254237,4.23728813559322,6.77966101694915,c
Galak,Candy & Chocolate,57.0,7.3,32.0,,e
Carrot cake,Candy & Chocolate,22.0,4.8,23.0,1.5,d
Kartoffelchips - Meersalz,Chips & Savoury Snacks,0.6,5.0,34.0,5.4,c
Cantina Style Corn Tortillas,Chips & Savoury Snacks,3.5,7.2,20.3,10.5,c
Cream Crackers,Chips & Savoury Snacks,1.1,9.8,13.2,3.4,d
Ragi Squares,Cereals & Granola,24.67,8.33,13.33,6.67,d
Fruit & Nut Dark Chocolate,Candy & Chocolate,39.8598,2.894546875,45.812,1.845,d
Plaisir brut d'avoine,Candy & Chocolate,19.0,8.6,18.0,6.7,d
Pépito chocolat au lait,Candy & Chocolate,30.0,6.1,22.0,3.0,e
Muesli alla frutta,Cereals & Granola,24.0,8.5,5.3,6.3,unknown
Muesli alla frutta BIOLOGICO,Cereals & Granola,24.0,8.5,5.3,6.3,c
Cookies,Candy & Chocolate,34.4,5.6,28.1,2.9,e
Shortbread,Candy & Chocolate,14.7,5.7,28.2,2.7,e
Coeur coulant au chocolat,Candy & Chocolate,30.0,6.3,28.0,3.2,e
Sicilian lemon flavoured meringues,Candy & Chocolate,94.0,4.8,0.5,0.5,e
Confuture extra fraises,Spreads & Dips,60.0,0.5,0.5,,unknown
Confiture pêche de vigne,Spreads & Dips,60.0,0.5,0.5,,unknown
Mr. Tom Peanuts in Caramel,Candy & Chocolate,25.0,21.0,34.0,5.7,d
RED & BLACK GUMS,Candy & Chocolate,44.9,0.5,0.3,0.5,unknown
American Hard Gums,Candy & Chocolate,57.3,0.1,0.7,,e
Toffee Assortment,Candy & Chocolate,45.1,2.2,16.2,1.5,e
Chocolate biscuits,Candy & Chocolate,39.1,6.0,26.9,,e
Ready Salted Crisps,Chips & Savoury Snacks,0.4,6.4,31.0,3.9,d
Eclair café,Candy & Chocolate,20.0,0.51,5.0,,d
Chocolat au lait éclats de cacahuètes de Soustons,Candy & Chocolate,35.0,11.5,36.0,,e
Winter Berries & Prosecco Hand cooked crisps,Chips & Savoury Snacks,3.0,6.8,30.0,,d
oats and honey granola,Cereals & Granola,22.58064516129,9.6774193548387,11.290322580645,4.8387096774194,d
Arachides enrobées chocolat au lait,Candy & Chocolate,12.4224609375,14.8,39.4,4.301953125,unknown
Swiss Chocolatier Fruit & Nut Milk Chocolate Mountain Bar,Candy & Chocolate,51.0,7.0,34.3,2.5,e
Belgian milk chocolate coated brazil nuts,Candy & Chocolate,35.2380952380952,9.52380952380952,45.7142857142857,2.85714285714286,e
Chocozero,Candy & Chocolate,0.0,4.54545454545455,36.3636363636364,9.09090909090909,d
Mixed Dried Fruit,Fruit Snacks,59.0,2.6,0.6,2.1,unknown
Festive hot chocolate,Candy & Chocolate,27.0,10.2,41.7,,e
Mini cakes fourrés à la fraise sans gluten ni lactose,Candy & Chocolate,32.0,3.8,18.0,3.8,d
Dark Chocolate Single Origin Ecuador,Candy & Chocolate,25.5,9.4,43.5,11.2,e
Panettone Gianduia,Candy & Chocolate,24.0,8.3,27.0,2.6,e
Fortunelli dark,Candy & Chocolate,26.0,6.6,22.0,4.0,d
Blueberry Flax Granola,Cereals & Granola,26.2295081967213,8.19672131147541,14.7540983606557,6.55737704918033,c
Bramly Apple & Blackberry Crumble,Fruit Snacks,21.1,2.8,11.8,,d
Halo Top Chocolate Chip Cookie Dough,Ice Cream & Frozen,15.0,5.2,4.1,0.0,c
Whiskey Stollen,Candy & Chocolate,32.0,5.1,18.0,,e
Crème glacée à l'ancienne,Ice Cream & Frozen,12.0,3.0,7.0,0.0,c
Il panettone,Candy & Chocolate,16.0,11.0,31.0,3.0,e
"Donut holes, chocolaty enrobed",Candy & Chocolate,25.0,5.77,26.9,1.9,e
White Cheddar Popcorn,Chips & Savoury Snacks,7.14285714285714,10.7142857142857,46.4285714285714,3.57142857142857,e
Chunky Guacamole,Spreads & Dips,0.9,1.7,6.9,6.5,b
Panettone pistacchio,Candy & Chocolate,16.0,11.0,31.0,3.0,e
IL PANETTONE CLASSICO,Candy & Chocolate,23.0,6.3,17.0,2.4,e
Biscuits au beurre d'arachide avec gros morceaux de chocolat -  Le Décadent,Candy & Chocolate,29.4117647058824,8.82352941176471,29.4117647058824,2.94117647058824,e
Puffreis mit Zartbitter-Schokolade (Bio),Candy & Chocolate,37.0,4.6,33.0,3.6,e
White Chocolate Bar,Candy & Chocolate,58.0,6.0,33.799999237061,0.1,e
fruit rockets,Ice Cream & Frozen,9.7,0.2,0.0,,b
raincoast crips,Candy & Chocolate,16.9,16.7,15.8,8.5,d
Sour Cream Spinach Dip,Spreads & Dips,3.11875,1.5625,25.0,,d
Salted Caramel Hazelnut Millionare,Candy & Chocolate,34.2,3.2,24.8,0.8,e
Burro di Arachidi,Nuts & Seeds,5.1,25.0,61.0,5.9,c
Sunflower Oil,Nuts & Seeds,0.5,0.5,92.0,0.5,c
Helados de horchata,Ice Cream & Frozen,20.0,0.60000002384186,1.7999999523163,,unknown
Crema de cacahuete 100%,Nuts & Seeds,3.8,25.2,51.1,,b
Pancake,Baked Goods & Biscuits,9.4,7.2,7.2,1.8,d
Pancakes au Chocolat belge,Baked Goods & Biscuits,15.1,6.6,9.7,1.5,d
Figues sèches,Fruit Snacks,36.9,2.0,0.3,9.3,c
Edge,Cereals & Granola,18.9655172413793,18.9655172413793,5.17241379310345,15.5172413793103,d
Raisins,Fruit Snacks,69.3,2.1,0.5,3.9,d
Sweet & Smoky BBQ,Chips & Savoury Snacks,4.33333333333333,7.33333333333333,19.6666666666667,5.0,d
Craquelins au riz et à la patate douce,Chips & Savoury Snacks,1.0,1.0,1.5,1.0,b
Pâte à tartiner cacao-cacahuete,Nuts & Seeds,29.0,7.3,9.5,4.7,c
CHIA SEED MUFFIN MIX CHOCOLATE,Candy & Chocolate,4.3,32.5,6.5,,unknown
mangue,Fruit Snacks,50.0,5.26315789473684,0.0,2.63157894736842,d
Vánoční džem,Spreads & Dips,54.0,0.5,0.2,0.9,d
mermelada de fresa extra,Spreads & Dips,57.2,0.4,0.0,,d
Hollow Milk Chocolate Decorated R2D2,Candy & Chocolate,53.5,6.8,32.5,1.7,e
Sao Tomé et Principe Noir 70%,Candy & Chocolate,24.5,9.2,39.6,,e
Chocolat noir 66% de cacao minimum,Candy & Chocolate,30.89999961853,7.8000001907349,38.599998474121,,e
Spiketail the dinosaur,Candy & Chocolate,56.1,6.1,29.3,0.0,e
Marzipan Spring Fruits,Candy & Chocolate,61.1,5.7,16.3,,e
Arachides - Chocolat au lait,Candy & Chocolate,47.5,10.0,35.0,2.5,e
Luxury cookies,Candy & Chocolate,34.4,5.8,28.0,2.0,e
4 milk white & dark chocolate brownies,Candy & Chocolate,41.8,5.8,28.6,3.6,e
Chocolat noisettes,Candy & Chocolate,52.43975,2.2885,41.451,0.464,e
MINI TAB chocolat noir citron gingembre,Candy & Chocolate,10.0,2.0,10.0,,c
Mini macarons fruités,Candy & Chocolate,58.03,7.19,10.51,,e
Oursons guimauve,Candy & Chocolate,68.0,4.0,14.0,,e
Gouttes de Meringue aux Pépites d'Érable,Candy & Chocolate,68.0,3.1,0.5,0.0,d
Chocolat noir,Candy & Chocolate,27.0,7.6,43.1,,e
Chocolat noir 75% cacao,Candy & Chocolate,21.6,8.1,46.9,,e
Chocolat bio noir - fleur de sel,Candy & Chocolate,27.0,8.3,43.0,1.4,e
Chocolat bio noir amandes salees,Candy & Chocolate,26.0,8.9,44.0,13.4,e
Chocolat bio noir 72% citron gingembre,Candy & Chocolate,27.0,8.3,42.0,,e
Chocolat Bio noir 88% de cacao,Candy & Chocolate,10.3,11.7,46.2,20.0,d
Pain d’épices,Candy & Chocolate,26.7,5.5,4.8,,d
Spéculoos maison,Candy & Chocolate,29.0,6.8,26.0,,e
Sablés aux Myrtilles,Candy & Chocolate,24.0,7.2,35.0,,e
Sablé pomme et châtaignes,Candy & Chocolate,24.0,7.0,35.0,,e
Taste the Difference Raspberry Conserve,Spreads & Dips,54.5,0.8,0.8,2.2,e
Strawberry Conserve,Spreads & Dips,57.8,0.5,0.6,,d
Mango et lime gum,Candy & Chocolate,0.1,0.1,0.4,1.0,not-applicable
Sugar free spearmint gum,Candy & Chocolate,0.1,0.1,0.1,,not-applicable
Confiture de prunes d'Ente et framboises,Spreads & Dips,49.0,0.8,0.0,,d
Mixed nuts & raisins,Nuts & Seeds,15.0,18.3,45.4,,d
Natural almonds,Nuts & Seeds,4.6,22.4,55.8,,b
Soft Apricots,Fruit Snacks,23.0,2.2,0.4,4.1,c
Crunchy Salted Peanut Butter,Nuts & Seeds,6.6666666666667,26.666666666667,46.666666666667,6.6666666666667,c
Sunflower Seeds,Nuts & Seeds,3.33333333333333,22.0,25.6666666666667,11.3333333333333,unknown
Raw Almonds,Nuts & Seeds,3.33333333333333,20.0,50.0,13.3333333333333,a
Porridge Oats,Cereals & Granola,0.94,11.88,4.9,,b
Radler-Müsli,Cereals & Granola,18.0,12.0,8.0,9.0,b
Fig Roll Biscuits,Candy & Chocolate,36.2,4.9,11.4,3.5,e
FLAN NATURE 2 PARTS,Candy & Chocolate,17.0,3.7,4.6,0.2,c
Roast Rib of Beef Flavour Potato Crisps,Chips & Savoury Snacks,1.9,5.0,31.0,6.0,d
Classic 7'' Chocolate Cake,Candy & Chocolate,25.78,3.91,5.47,1.6,d
Millionaire's Mini Bites,Candy & Chocolate,43.5294117647059,4.11764705882353,20.0,2.94117647058824,unknown
Salted Caramel Popcorn,Candy & Chocolate,54.9,5.1,19.8,1.6,e
Chips,Chips & Savoury Snacks,9.40638985322144,9.40638985322144,21.1643771697482,7.05479238991608,d
Brioche Pur Beurre,Candy & Chocolate,14.9,9.6,16.0,,e
Baies de goji séchées,Fruit Snacks,50.0,13.0,3.4,,e
Confiture abricots,Spreads & Dips,40.0,0.6,0.2,1.4,d
Keto Granola,Cereals & Granola,3.3333333333333,16.666666666667,46.666666666667,10.0,d
Maple Pecan Granola,Cereals & Granola,3.0,4.0,10.0,2.0,b
Farine de noix de coco bio,Fruit Snacks,23.0,18.0,17.0,30.0,c
Biscotti,Candy & Chocolate,26.0,8.3,17.0,6.0,d
Profiteroles,Candy & Chocolate,12.0,4.0,28.0,,d
Cream Puffs,Candy & Chocolate,12.0,4.0,30.0,,d
Macarons,Candy & Chocolate,51.0,7.5,22.0,3.0,e
Profiteroles,Candy & Chocolate,8.0,4.0,24.0,0.0,d
Mantecado casero la muralla,Candy & Chocolate,0.5,6.3,25.0,,unknown
Maple leaf cookies,Candy & Chocolate,8.69565217391304,4.34782608695652,21.7391304347826,,d
Palmera Crema de Avellana,Candy & Chocolate,31.0,6.0,37.0,,e
Spinat Käse Schnecke,Candy & Chocolate,26.3,5.1,24.2,,e
Rich Tea Biscuits,Candy & Chocolate,17.1,7.3,13.3,1.7,e
English breakfast muffin mix,Candy & Chocolate,5.2,11.5,5.6,,unknown
Made Good Granola Bar,Candy & Chocolate,6.0,2.0,3.5,1.0,unknown
Lemon meringue fudge,Candy & Chocolate,58.6,1.3,20.6,0.5,e
Squeezy Honey,Spreads & Dips,76.4,0.4,0.0,0.0,d
Blueberry cobbler flavour protein bar,Protein & Sport,1.66666666666667,33.333,10.0,13.3333333333333,not-applicable
La madeleine pur beurre,Candy & Chocolate,26.0,6.6,26.0,1.2,e
Dolly Mixtures,Candy & Chocolate,86.6,1.5,1.8,0.2,e
Muesli bio au chocolat,Cereals & Granola,13.0,11.5,15.8999996185303,9.69999980926514,unknown
foam lobsters,Candy & Chocolate,74.6,2.8,0.1,0.5,e
Blackcurrant sponge roll,Candy & Chocolate,17.2,0.9,4.0,,c
Mixed up Meerkats,Candy & Chocolate,56.7,0.0,1.0,0.8,e
Marshmallow faces,Candy & Chocolate,67.0,4.0,0.2,,e
"Beigel beigel, cracker crisps, sour creme & onion",Candy & Chocolate,3.57,7.14,16.07,7.1,e
Buttermilk pancakes,Baked Goods & Biscuits,9.6,7.0,7.2,1.4,c
Pate de fruits d'Inde,Candy & Chocolate,64.55,0.77,0.0,,d
Blueberry whole grain oat bar,Candy & Chocolate,5.4,3.4,8.5,6.4,a
Confiture extra de Fraises,Spreads & Dips,53.0,0.0,0.0,,unknown
Abricots secs,Fruit Snacks,53.4,3.4,0.5,,d
Datiles medjoul,Fruit Snacks,66.5,1.8,0.2,,d
Mermelada diet fresa,Spreads & Dips,5.2,0.0,0.0,,a
ORANGE INTENSE DARK,Candy & Chocolate,46.0,7.0,32.0,,e
Extra Fine Dark Chocolate with a Touch of Sea Salt,Candy & Chocolate,48.0,6.0,32.0,,e
Dark Chocolate,Candy & Chocolate,16.6666666666667,10.0,46.6666666666667,16.6666666666667,d
Lindor 70% cocoa extra dark chocolate shell,Candy & Chocolate,25.0,5.56,52.78,2.78,e
DARK CHOCOLATE,Candy & Chocolate,3.125,12.5,56.25,15.625,d
"Dark chocolate bar, dark chocolate",Candy & Chocolate,46.67,6.67,33.33,6.7,e
Lindt Excellence Roasted Hazelnut Dark Chocolate,Candy & Chocolate,45.0,6.0,35.0,,e
Ultimate Dark,Candy & Chocolate,1.875,12.5,56.875,4.2108,d
North Pole Friends Assorted Chocolates,Candy & Chocolate,46.88,6.25,40.62,0.0,e
Lindos Surtido,Candy & Chocolate,40.0,5.0,50.0,2.0,e
Chocolate Amargo 90%,Candy & Chocolate,6.7,11.9,54.4,16.8,d
Lindor Assorted Chocolate,Candy & Chocolate,38.8888888888889,5.55555555555556,50.0,0.0,e
Lindor White,Candy & Chocolate,42.4242424242424,6.06060606060606,48.4848484848485,0.0,e
DUBAI Style CHOCOLATE PISTACHIO & KADAYIF,Candy & Chocolate,12.0,3.0,11.0,0.0,c
Pistachio Truffles,Candy & Chocolate,41.6666666666667,5.55555555555556,47.2222222222222,0.0,e
Beurre de cacahuètes Nicaragua,Nuts & Seeds,5.9,25.0,48.0,8.17,c
Made Without Wheat New York Cheesecake,Candy & Chocolate,20.2,3.4,22.0,,e
Pains Aux Raisins,Candy & Chocolate,15.6976744186047,7.09302325581395,15.3488372093023,2.09302325581395,e
Muesli croccante,Cereals & Granola,10.9,11.0,12.2,13.2,c
soft and chewy,Candy & Chocolate,29.1666666666667,8.33333333333333,10.4166666666667,4.16666666666667,d
Butter Flavour Microwave Popcorn,Chips & Savoury Snacks,0.0,6.38297872340426,34.0425531914894,8.51063829787234,unknown
Kirkland Signature - Jarabe de Maple,Spreads & Dips,66.0,0.0,0.0,0.0,d
Brioche Burger Buns,Candy & Chocolate,4.04184609166666,5.29493242833333,17.54165571875,2.915831175,d
Kinder Bueno Crispy Creamy Chocolate Bar,Candy & Chocolate,42.8571428571429,9.52380952380952,38.0952380952381,0.0,e
Fine Hazelnut Chocolates,Candy & Chocolate,40.0,8.0,44.0,4.0,e
Tic tac strawberry and cream,Candy & Chocolate,0.0,0.0,0.0,0.0,a
Tic tac coca cola,Candy & Chocolate,0.0,3.0,0.0,0.0,a
Ferrero Rocher,Candy & Chocolate,39.9,8.2,42.7,16.0,e
New pc chocolate cheap wholesale discount bulk candy chocolate,Candy & Chocolate,39.47,7.89,42.11,2.6,e
Milk Chocolate Hazelnut Bar,Candy & Chocolate,41.9354838709677,9.67741935483871,35.4838709677419,3.2258064516129,e
Dark Chocolate bar with hazelnut and cocoa filling,Candy & Chocolate,33.3333333333333,6.66666666666667,46.6666666666667,6.66666666666667,e
Salted Caramel & Hazelnut Dark Chocolate Bar,Candy & Chocolate,33.3333333333333,6.66666666666667,43.3333333333333,6.66666666666667,e
Sugar free gum,Candy & Chocolate,0.0,0.0,0.0,,not-applicable
Sugar free gum,Candy & Chocolate,0.0,0.0,0.0,,b
Milk Chocolate Treat With Creamy Milky Filling,Candy & Chocolate,13.0,2.0,9.0,0.0,c
Kinder love,Candy & Chocolate,54.054054054054,8.1081081081081,35.135135135135,0.0,e
Bueno eggs,Candy & Chocolate,42.9575416666667,10.8737083333333,29.5795,3.550125,e
Crispy Creamy Chocolate Bar,Candy & Chocolate,42.8571428571429,9.52380952380952,38.0952380952381,0.0,e
Joy candy,Candy & Chocolate,50.0,10.0,30.0,5.0,e
Chocolate covered crispy eggs,Candy & Chocolate,45.0,7.5,37.5,2.5,e
Hazelnut Spread + Breadsticks,Nuts & Seeds,44.2307692307692,7.69230769230769,25.0,3.84615384615385,e
nutella & GO! Hazelnut Spread + Pretzel Sticks,Chips & Savoury Snacks,40.7407407407407,7.40740740740741,24.0740740740741,3.7037037037037,e
Hazelnut Spread + Breadsticks,Candy & Chocolate,44.2307692307692,7.69230769230769,25.0,3.84615384615385,e
Hazelnut Spread with Cocoa,Nuts & Seeds,56.7567567567568,5.40540540540541,29.7297297297297,2.7027027027027,e
b-ready,Candy & Chocolate,45.4545454545455,9.09090909090909,27.2727272727273,0.0,e
Crispy wafer filled with Nutella hazelnut spread with cocoa,Candy & Chocolate,10.0,2.0,6.0,1.0,c
Nutella B-ready,Candy & Chocolate,51.0,6.2,38.0,1.0,e
biscuits,Candy & Chocolate,35.71,7.14,25.0,3.57,e
Hazelnut Spread with Cocoa,Nuts & Seeds,56.8,5.41,29.7,2.7,e
HAZELNUT SPREAD WITH COCOA,Nuts & Seeds,56.7567567567568,5.40540540540541,29.7297297297297,2.7027027027027,e
Ginger snaps,Candy & Chocolate,25.6,5.7,14.6,1.9,e
Madeleine nature,Candy & Chocolate,25.0,6.3,23.0,1.4,d
Profiterole,Candy & Chocolate,18.0,4.8,26.6,1.7,e
Belgian Milk Chocolate Rice Cakes,Candy & Chocolate,26.4705882352941,7.64705882352941,20.5882352941176,2.94117647058824,e
Yellow Corn meal,Chips & Savoury Snacks,1.0,8.0,0.0,1.0,b
Cracked Black Pepper & Salted Popped Potato Chips,Chips & Savoury Snacks,0.9,6.9,13.8,4.7,c
Belgian dark chocolate rice cakes,Chips & Savoury Snacks,26.8,7.2,22.0,,e
Cheese twists,Chips & Savoury Snacks,2.6,12.1,28.7,3.3,e
Graine de tournesol,Nuts & Seeds,2.6,20.8,51.5,,unknown
"Peanut, Cashew & Pecan Buttee",Nuts & Seeds,5.7,21.1,55.7,,b
The Ultimate Cookie (Chocolate Chip Walnut),Candy & Chocolate,35.0,5.0,22.0,2.0,e
Super Seedy & Nutty Porridge,Cereals & Granola,9.7,11.0,15.0,15.0,a
Envitas Saveur Chocolat-Noisette,Candy & Chocolate,29.5,7.0,20.5,4.0,e
Roasted & Salted Peanuts,Nuts & Seeds,3.6875,14.3203125,58.79375,5.375,e
Abricot sec silvarem,Fruit Snacks,40.5,3.1,0.8,,unknown
2 Red Velvet Cupcakes,Candy & Chocolate,44.0,2.85714285714286,18.6666666666667,0.910312591552734,e
Pop tarts Cookies & Cream,Candy & Chocolate,39.299999237061,4.4000000953674,9.6999998092651,1.7,e
Strawberry jam and cream horns,Candy & Chocolate,18.8,4.8,22.6,1.6,e
Farine de coco,Fruit Snacks,23.0,18.0,17.0,30.0,c
Cookies 3 chocolats,Candy & Chocolate,30.0,5.5,24.0,1.7,e
Chocolat noir,Candy & Chocolate,24.0,10.3,45.1,,e
Swiss Chocolate - Chunky Triple Nut,Candy & Chocolate,42.4242424242424,6.96969696969697,37.2727272727273,7.27272727272727,e
Mature cheddar & caramelised red onion baked potato crisps,Chips & Savoury Snacks,1.1,9.4,2.4,6.7,b
"Peanut, caramel & cocoa treat bars",Candy & Chocolate,20.4,12.5,20.5,6.2,d
"3 Apple, Ginger & Dark Chocolate Treat Bars",Candy & Chocolate,31.0,6.7,19.8,6.6,d
Treat bars,Candy & Chocolate,33.6,6.2,19.9,4.2,e
Ginger preserve,Spreads & Dips,69.7,0.5,0.5,,d
Roasted & Salted Cashew Halves & Pieces with Sea Salt,Nuts & Seeds,5.56111111111111,16.6666666666667,50.0,5.55555555555556,a
Whole Almonds,Nuts & Seeds,5.71,22.86,51.43,11.4,a
Sultana scones,Candy & Chocolate,19.9,6.2,13.0,2.4,e
Shires Chocolate Chip Cookie,Candy & Chocolate,32.7272727272727,5.45454545454545,9.09090909090909,3.63636363636364,d
Blueberry Muffins,Candy & Chocolate,21.5384615384615,4.30769230769231,15.2307692307692,1.84615384615385,d
BBQ Beef Jerky,Chips & Savoury Snacks,21.3,38.8,5.6,0.6,e
Dark chocolate single origin Sao Tome,Candy & Chocolate,32.0,8.3,42.7,,e
Single Origin - Intense Dark Cacao,Candy & Chocolate,0.4,12.5,54.0,15.6,d
Candy canc holiday cocoa,Candy & Chocolate,26.0,0.0,0.0,,d
Magdalenas Supremas,Candy & Chocolate,27.0,5.5,22.0,1.0,d
Frollini con riso e latte,Candy & Chocolate,20.0,1.3,19.0,2.1,d
Pâte À Tartiner | Chocolat Noir - Noisette,Spreads & Dips,31.5817708333333,7.78333333333333,44.6114583333333,6.56822916666667,d
Colin the Caterpillar cake,Candy & Chocolate,46.3,4.9,21.3,,unknown
Milk Duds,Candy & Chocolate,56.6666666666667,1.66666666666667,16.6666666666667,,e
"Whoppers, milkshake, malted milk balls, strawberry",Candy & Chocolate,63.41,2.44,19.51,0.0,e
Whoppers robin eggs,Candy & Chocolate,74.1935483870968,0.0,12.9032258064516,0.0,e
Hard candy,Candy & Chocolate,11.0,0.0,0.0,0.0,c
Crunch'n chew candy,Candy & Chocolate,73.33,0.0,0.0,,e
Chocolate malted milk balls candy,Candy & Chocolate,56.666666666667,3.3333333333333,16.666666666667,0.0,e
Hard Candy,Candy & Chocolate,61.11,0.0,0.0,0.0,e
Jolly Rancher Jelly Beans,Candy & Chocolate,51.612903225806,0.0,0.0,1.0,e
