product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Cookie Dough & Chocolate Brownie Extra Creamy Ice Cream,Ice Cream & Frozen,18.6170212765957,3.19148936170213,12.7659574468085,1.06382978723404,d
Potato chips,Chips & Savoury Snacks,3.0,3.0,16.0,,c
Swiss Milk Chocolate,Candy & Chocolate,60.5263157894737,5.26315789473684,28.9473684210526,2.63157894736842,e
Original kettle cooked chips,Chips & Savoury Snacks,0.0,8.0,28.0,4.0,d
Mesquite BBQ Flavoured Kettle Cooked Potato Chips,Chips & Savoury Snacks,4.0,6.0,26.0,4.0,e
Gummy Mix,Candy & Chocolate,67.5,7.5,0.0,0.0,unknown
Original Hummus,Spreads & Dips,3.33333333333333,6.66666666666667,23.3333333333333,6.66666666666667,c
Almond butter,Nuts & Seeds,6.6666666666667,20.0,53.333333333333,6.6666666666667,a
Peanut Butter,Nuts & Seeds,6.6666666666667,26.666666666667,53.333333333333,6.6666666666667,c
Organic Multigrain Rice Cakes,Chips & Savoury Snacks,0.0,10.0,0.0,0.0,a
Roasted Garlic Hummus,Spreads & Dips,0.0,13.3333333333333,23.3333333333333,3.33333333333333,b
Pumpkin Seed & Flax Granola,Cereals & Granola,15.0,9.0,17.0,6.0,c
Cookies and cream ice cream,Ice Cream & Frozen,12.2340425531915,1.59574468085106,5.85106382978723,0.977829358552632,c
Tiger tail,Ice Cream & Frozen,14.893617021277,1.5957446808511,5.8510638297872,0.0,unknown
Strawberry Jubilee Ice Cream,Ice Cream & Frozen,13.8297872340426,1.59574468085106,5.85106382978723,0.0,c
Fruity whirls,Cereals & Granola,53.333333333333,3.3333333333333,0.0,3.3333333333333,e
Gluten Free Rolled Oats,Cereals & Granola,0.0,12.5,6.25,10.0,a
sour cream and onion chips,Chips & Savoury Snacks,4.0,6.0,26.0,4.0,d
Caramel Flavoured Ice Cream Sandwiches,Ice Cream & Frozen,12.7272727272727,2.72727272727273,4.54545454545455,0.0,c
Stone Ground Corn Tortilla Chips,Chips & Savoury Snacks,2.0,6.0,30.0,6.0,c
Squeezable Guacamole,Spreads & Dips,3.33333333333333,3.33333333333333,13.3333333333333,,c
Cheesecake,Candy & Chocolate,23.428571428571,5.7142857142857,17.142857142857,0.57142857142857,e
Blueberry Scone Round,Candy & Chocolate,15.0,7.0,12.0,1.0,d
Deep Dutch Brownie,Candy & Chocolate,35.5932203389831,5.08474576271186,22.0338983050847,,e
Smokey Bacon N Cheddar Chips,Chips & Savoury Snacks,2.0,8.0,32.0,4.0,d
18 Mini Candy Canes,Candy & Chocolate,100.0,0.0,0.0,0.0,e
Mini Hold The Cone! Ice Cream Cones Chocolate Chip,Ice Cream & Frozen,26.1904761904762,4.76190476190476,15.4761904761905,2.38095238095238,e
100% Liquid Center Chocolate Covered Cherries,Candy & Chocolate,55.8139534883721,2.32558139534884,16.2790697674419,0.0,e
Strawberry Snow Balls Cotton Candy,Candy & Chocolate,100.0,0.0,0.0,0.0,e
Mini Drinks,Candy & Chocolate,18.75,0.0,0.0,0.0,c
Snowballs,Candy & Chocolate,70.0,0.0,0.0,,not-applicable
Boules de gomme à saveur de barbe à papa,Candy & Chocolate,85.714285714286,0.0,0.0,0.0,e
Tootsie rolls,Candy & Chocolate,50.0,2.5,7.5,0.0,unknown
Kidz pik,Candy & Chocolate,72.7272727272727,0.0,0.0,0.0,e
Junior Caramels,Candy & Chocolate,57.142857142857,2.3809523809524,14.285714285714,2.3809523809524,e
Gomme Balloune,Candy & Chocolate,88.888888888889,0.0,0.0,0.0,e
Junior Mints,Candy & Chocolate,82.4324324324324,1.35135135135135,9.45945945945946,1.35135135135135,e
Torrone,Candy & Chocolate,56.0,8.0,24.0,,e
Panettone Traditional Cake,Candy & Chocolate,17.5,6.25,8.75,,d
Panetone,Candy & Chocolate,18.75,7.5,16.25,,e
S Biscuits,Candy & Chocolate,24.0,6.0,9.0,2.0,d
Giant Lady Finger Biscuits,Candy & Chocolate,30.0,6.66666666666667,8.33333333333333,0.0,d
Maria Milk Cookies,Candy & Chocolate,20.0,6.66666666666667,8.33333333333333,3.33333333333333,d
PANETTONE,Candy & Chocolate,21.25,7.5,10.0,,d
Pandoro,Candy & Chocolate,23.75,7.5,17.5,1.25,e
Pandoro Tiramisu,Candy & Chocolate,22.5,7.5,18.75,1.25,e
Croissants - Cocoa Cream Filling with Pectin,Candy & Chocolate,24.0,8.0,20.0,,e
Croissant,Candy & Chocolate,24.0,8.0,20.0,2.0,e
Potato Sticks - Smoked Bacon,Chips & Savoury Snacks,2.0,6.0,28.0,2.0,e
Regular Nature chips,Chips & Savoury Snacks,0.0,5.2631578947368,34.210526315789,2.6315789473684,d
Juliennes BBQ,Chips & Savoury Snacks,2.0,6.0,28.0,2.0,c
Regular potato chips,Chips & Savoury Snacks,0.0,6.0,34.0,,d
Chips Bacon fumé,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Chips,Chips & Savoury Snacks,2.0,4.0,32.0,,e
Chips Ketchup,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,e
Chips ketchup,Chips & Savoury Snacks,3.3333,5.0,31.6667,,e
chips assaisonnées,Chips & Savoury Snacks,1.0,3.0,19.0,2.0,d
Potato Artisans de la patate BBQ,Chips & Savoury Snacks,2.0,6.0,32.0,2.0,e
Chips sel et vinaigre,Chips & Savoury Snacks,0.0,2.0,16.0,1.0,c
Chips ketchup,Chips & Savoury Snacks,4.0,4.0,32.0,,e
Ripplets,Chips & Savoury Snacks,8.0,6.0,30.0,2.0,d
Cucumber and Onion Chips,Chips & Savoury Snacks,0.0,6.0,32.0,2.0,d
Ondulées Wavy Barbecue,Chips & Savoury Snacks,2.0,6.0,30.0,4.0,e
Trifle Sponge Fingers,Candy & Chocolate,49.700000762939,7.5999999046326,3.2999999523163,,e
Dutch Chocolate ice cream,Ice Cream & Frozen,4.78723404255319,0.565866908085106,4.25531914893617,0.531914893617021,c
Premium Ice Cream - French Vanilla,Ice Cream & Frozen,7.97872340425532,0.531914893617021,4.25531914893617,0.531914893617021,c
Caramel praliné Crème Glacée,Ice Cream & Frozen,12.2340425531915,1.06382978723404,6.38297872340426,0.0,c
Premium ice cream,Ice Cream & Frozen,14.0,1.0,7.0,1.0,c
Rainbow Sorbet,Ice Cream & Frozen,13.2978723404255,0.0,0.0,0.0,c
Cookies and Cream Premium Ice Cream,Ice Cream & Frozen,9.0425531914894,0.53191489361702,5.8510638297872,0.0,unknown
Vanille Crème Glacée,Ice Cream & Frozen,4.78723404255319,1.59574468085106,4.78723404255319,0.0,c
No Sugar Added Lactose Free Dutch Chocolate Ice Cream,Ice Cream & Frozen,2.12765957446809,1.59574468085106,4.78723404255319,0.531914893617021,c
super sandwich ice cream,Ice Cream & Frozen,10.8333333333333,1.66666666666667,3.75,0.833333333333333,c
Creamy Vanilla Ice Cream,Ice Cream & Frozen,8.51063829787234,0.531914893617021,4.25531914893617,0.0,c
Maple Walnut Frozen Yogurt,Ice Cream & Frozen,7.4468085106383,2.12765957446809,3.72340425531915,0.531914893617021,c
No Sugar Added Lactose Free Maple Walnut Ice Cream,Ice Cream & Frozen,4.25531914893617,2.12765957446809,7.4468085106383,0.531914893617021,c
No Sugar Added Lactose Free Vanilla Ice Cream Sandwiches,Ice Cream & Frozen,3.33333333333333,2.5,5.0,0.833333333333333,c
No Sugar Added Vanilla Ice Cream Cones with a Chocolatey Centre,Ice Cream & Frozen,4.16666666666667,2.5,8.33333333333333,0.833333333333333,c
Triple Berry Sorbet,Ice Cream & Frozen,10.1063829787234,0.0531914893617021,0.0,,unknown
No Sugar Added Black Cherry Lactose Free Ice Cream,Ice Cream & Frozen,7.97872340425532,1.06382978723404,4.25531914893617,0.0,c
Cookies & Cream ice cream,Ice Cream & Frozen,9.6,0.8,4.8,0.0,c
Super cone ice cream,Ice Cream & Frozen,16.666666666667,1.6666666666667,6.6666666666667,,d
Crème glacée,Ice Cream & Frozen,15.0,1.66666666666667,8.33333333333333,0.833333333333333,d
Black Jack Cherry Frozen Yogurt,Ice Cream & Frozen,10.6382978723404,1.06382978723404,2.12765957446809,0.531914893617021,c
Li'l Sammich Ice Cream Vanilla,Ice Cream & Frozen,11.6666666666667,1.66666666666667,3.33333333333333,0.0,c
Super Sandwich,Ice Cream & Frozen,11.666666666667,1.6666666666667,4.1666666666667,,c
Saucy points Sandwich Crème Glacée Blondie au Caramel,Ice Cream & Frozen,12.5,1.66666666666667,5.0,0.833333333333333,c
Super frosty crème glacée légère,Candy & Chocolate,25.597269624573,2.1331058020478,19.19795221843,,e
"Super Creamy Ice Cream Fruit Punch, Lemon Lime & Orange Water Ice",Ice Cream & Frozen,12.0,0.4,2.66666666666667,,c
Li'l Lolly,Ice Cream & Frozen,14.0,0.0,0.0,0.0,c
Lolly,Ice Cream & Frozen,14.0,0.0,0.0,,c
Frozen Yogurt Three of a kind Vanilla,Ice Cream & Frozen,7.97872340425532,1.59574468085106,1.59574468085106,0.0,c
Strawberry Shortcake Premium Ice Cream,Ice Cream & Frozen,11.1702127659574,0.531914893617021,5.31914893617021,0.0,c
Creme glacée,Ice Cream & Frozen,23.6363636363636,3.63636363636364,23.6363636363636,1.81818181818182,e
Pistachio and Dark Chocolate,Ice Cream & Frozen,18.1818181818182,1.81818181818182,16.3636363636364,1.81818181818182,d
Collection amandes et chocolat au lait,Nuts & Seeds,18.1818181818182,3.63636363636364,16.3636363636364,1.81818181818182,d
Collection yogourt glacee,Ice Cream & Frozen,14.5454545454545,1.81818181818182,7.27272727272727,0.0,c
The Only Chocolate Ice Cream,Ice Cream & Frozen,12.2340425531915,1.06382978723404,6.91489361702128,1.06382978723404,c
Chapman’s Premium Ice Cream Pistachio & Almonds,Ice Cream & Frozen,8.51063829787234,1.06382978723404,6.38297872340426,0.531914893617021,c
Frozen Yogurt Canadian Peaches & Cream,Ice Cream & Frozen,8.5106382978723,1.5957446808511,1.5957446808511,0.0,unknown
Barres aux fruits limonade aux framboises,Ice Cream & Frozen,22.666666666667,0.26666666666667,0.0,0.0,c
Ice Cream Twister Neapolitan Creamy,Ice Cream & Frozen,11.6666666666667,1.66666666666667,4.16666666666667,0.0,c
Rocket Lolly,Ice Cream & Frozen,16.0,0.0,0.0,0.0,c
Lil lolly chocolate,Candy & Chocolate,20.0,2.0,0.2,2.0,c
No Sugar Added Salty Caramel & Peanuts Lactose Free Ice Cream,Ice Cream & Frozen,1.59574468085106,1.59574468085106,5.31914893617021,0.531914893617021,c
No Sugar Added Coffee & Chocolate Ice Cream,Ice Cream & Frozen,1.59574468085106,1.59574468085106,4.78723404255319,0.531914893617021,c
No Sugar Added Lactose Free Vanilla Ice Cream Bars with a Chocolatey Coating,Ice Cream & Frozen,1.81818181818182,3.63636363636364,18.1818181818182,12.7272727272727,c
No Sugar Added Lactose Free Vanilla Ice Cream Bars with a Chocolatey Coating & Almonds,Ice Cream & Frozen,1.81818181818182,3.63636363636364,18.1818181818182,1.81818181818182,d
Vanilla Trilogy Super Premium Plus Ice Cream,Ice Cream & Frozen,13.2978723404255,1.59574468085106,10.6382978723404,0.0,d
Chocolate Lover Super Premium Plus Ice Cream,Ice Cream & Frozen,16.0,3.19,10.6,1.06010638297872,d
Cold Brew Coffee Super Premium Plus Ice Cream,Ice Cream & Frozen,12.7659574468085,1.59574468085106,10.6382978723404,0.0,d
The Only Strawberry Super Premium Plus Ice Cream,Ice Cream & Frozen,19.6808510638298,1.06382978723404,7.97872340425532,0.531914893617021,d
Cookie Jar Super Premium Plus Ice Cream,Ice Cream & Frozen,13.8,1.6,10.6,0.531914893617021,d
Chocolate & Brownies Super Premium Plus Ice Cream,Ice Cream & Frozen,17.5531914893617,2.65957446808511,11.1702127659574,1.59574468085106,d
Salty Caramel Crunch Super Premium Plus Ice Cream,Ice Cream & Frozen,19.1489361702128,1.59574468085106,10.1063829787234,,d
Cherry Chocolate Truffle Super Premium Plus Ice Cream,Ice Cream & Frozen,15.9574468085106,1.06382978723404,9.57446808510638,0.531914893617021,d
Super Sandwich crème glacée,Ice Cream & Frozen,12.5,1.66666666666667,5.0,0.0,c
Bubble Gum ice cream,Ice Cream & Frozen,12.359550561798,0.56179775280899,5.6179775280899,,unknown
Super Sandwich Ice Cream,Ice Cream & Frozen,10.833333333333,1.6666666666667,3.75,0.83333333333333,c
Ice cream car Vanilla milk chocolate,Ice Cream & Frozen,20.0,1.81818181818182,16.3636363636364,0.0,d
cookies and cream ice cream sandwhich,Ice Cream & Frozen,11.3333333333333,1.33333333333333,5.33333333333333,,c
Super cone cornet,Ice Cream & Frozen,14.166666666667,1.6666666666667,8.3333333333333,1.6666666666667,d
Mediterranean Seven Spice Hummus,Spreads & Dips,0.0,6.66666666666667,8.33333333333333,3.33333333333333,c
Pizzelle Vanilla naturally flavoured,Candy & Chocolate,30.0,6.6666666666667,20.0,,d
Gaufrette italienne a la vanille,Candy & Chocolate,8.0,2.0,6.0,,c
Beef Jerky chipotle fume,Chips & Savoury Snacks,32.0,24.0,4.0,,d
Grab ‘n snack snack kit,Candy & Chocolate,2.2222222222222,24.444444444444,22.222222222222,0.0,e
Nachos cheese and salsa,Chips & Savoury Snacks,6.1224489795918,9.1836734693878,20.408163265306,,e
Creme glacee vanille,Ice Cream & Frozen,10.6382978723404,0.531914893617021,5.31914893617021,0.0,c
Crème glacée Brume de lune,Ice Cream & Frozen,10.63829787234,0.53191489361702,5.3191489361702,0.0,c
Organic fudge bars,Candy & Chocolate,15.9090909090909,3.40909090909091,1.70454545454545,5.68181818181818,b
Ice Cream Sandwiches,Ice Cream & Frozen,10.9090909090909,1.81818181818182,4.09090909090909,0.909090909090909,c
Bulla cake,Candy & Chocolate,30.0,5.7142857142857,3.5714285714286,1.4285714285714,d
Apple Fritter Chewy Granola Bars,Candy & Chocolate,26.6666666666667,6.66666666666667,6.66666666666667,3.33333333333333,d
Salted Caramel Chewy Granola Bars,Candy & Chocolate,30.0,3.33333333333333,10.0,3.33333333333333,e
Apple Fritter Chewy Granola Bar,Candy & Chocolate,26.6666666666667,6.66666666666667,6.66666666666667,3.33333333333333,d
Salted Caramel Chewy Granola Bar,Candy & Chocolate,30.0,3.33333333333333,10.0,3.33333333333333,e
Blueberry Chewy Granola Bars,Candy & Chocolate,23.3333333333333,6.66666666666667,6.66666666666667,3.33333333333333,d
Café Mocha Chewy Granola Bars,Candy & Chocolate,30.0,6.66666666666667,13.3333333333333,3.33333333333333,e
Tim Hortons Boston Cream Chewy Granola Bar,Candy & Chocolate,33.3333333333333,6.66666666666667,15.0,3.33333333333333,e
Café Mocha Chewy Granola Bar,Candy & Chocolate,30.0,6.66666666666667,13.3333333333333,3.33333333333333,e
Blueberry Chewy Granola Bar,Candy & Chocolate,23.3333333333333,6.66666666666667,6.66666666666667,3.33333333333333,d
Salted Caramel Iced Capp Ice Cream,Ice Cream & Frozen,14.8936170212766,2.12765957446809,7.97872340425532,0.0,c
Birthday Cake Timbits Ice Cream,Ice Cream & Frozen,13.2978723404255,2.12765957446809,7.4468085106383,0.0,c
Double Chocolate Donut Ice Cream,Ice Cream & Frozen,13.8297872340426,2.65957446808511,8.51063829787234,1.06382978723404,c
Maple Crunch Ice Cream,Ice Cream & Frozen,14.8936170212766,2.12765957446809,7.97872340425532,0.0,c
Boston Cream Ice Cream,Ice Cream & Frozen,15.4255319148936,2.12765957446809,7.97872340425532,0.531914893617021,c
Campfire S'mores Ice Cream,Ice Cream & Frozen,15.9574468085106,2.12765957446809,6.91489361702128,0.0,c
Double Double Ice Cream,Ice Cream & Frozen,11.7021276595745,2.65957446808511,7.4468085106383,0.0,c
Candy Cane Hot Chocolate,Candy & Chocolate,70.8333333333333,4.16666666666667,5.20833333333333,2.08333333333333,e
Granola Raspberry & Blueberry,Cereals & Granola,18.1818181818182,10.9090909090909,12.7272727272727,7.27272727272727,unknown
Mes premières pattes d'ours,Candy & Chocolate,72.0,8.0,16.0,2.0,e
Biscuit Royal,Candy & Chocolate,19.3548,6.4516,8.0645,,d
Thé social biscuit,Candy & Chocolate,17.241379310345,6.8965517241379,13.793103448276,0.0,d
Biscuits Petit Beurre,Candy & Chocolate,16.129,6.4516,11.2903,,d
Whippet original vrai chocolat,Candy & Chocolate,47.058823529412,2.9411764705882,14.705882352941,2.9411764705882,e
Whippet Fraises,Candy & Chocolate,48.7179487179487,2.56410256410256,12.8205128205128,2.56410256410256,e
Biscuit avoine fraise,Candy & Chocolate,32.258064516129,3.2258064516129,12.9032258064516,,e
Maxi Fruits,Candy & Chocolate,36.0,3.0,13.0,,d
Maxi fruits,Candy & Chocolate,35.4838709677419,3.2258064516129,12.9032258064516,0.0,unknown
Pattes d'ours minis,Candy & Chocolate,34.0,6.0,13.0,2.0,d
Bear paws,Candy & Chocolate,31.1111111111111,6.66666666666667,13.3333333333333,4.44444444444444,e
Bear Paws Banana Bread,Candy & Chocolate,32.5,7.5,12.5,2.5,e
Brownie Bear Paws,Candy & Chocolate,32.5,7.5,11.25,2.5,e
Gingerbread Soft Cookies,Candy & Chocolate,27.5,7.5,12.5,2.5,e
Pattes d'ours,Candy & Chocolate,27.5,7.5,12.5,2.5,e
Bear Paws Chocolate Chip,Candy & Chocolate,32.5,7.5,12.5,2.5,e
Village,Candy & Chocolate,20.588235294118,5.8823529411765,8.8235294117647,,d
Social,Candy & Chocolate,18.75,6.25,14.0625,,d
Petit beurre,Candy & Chocolate,20.6897,6.8966,12.069,,e
Bear paws strawberries and cereal,Candy & Chocolate,31.25,6.25,10.9375,6.25,d
Biscuits,Candy & Chocolate,9.0,5.0,8.0,,c
Bear Paws,Candy & Chocolate,17.857142857143,7.1428571428571,21.428571428571,,e
Bear Paws Soft Granola Chocolate Chip,Candy & Chocolate,21.428571428571,7.1428571428571,21.428571428571,,e
Goglu,Candy & Chocolate,22.58064516129,6.4516129032258,12.903225806452,,d
bear paws veggie+fruit mix berry,Candy & Chocolate,25.0,7.14285714285714,21.4285714285714,7.14285714285714,d
Bear Paws,Candy & Chocolate,17.857142857143,7.1428571428571,21.428571428571,7.1428571428571,d
Pattes d'ours,Candy & Chocolate,27.5,7.5,12.5,2.5,e
Bear paws,Candy & Chocolate,27.5,7.5,12.5,2.5,e
Pattes d’ours pépites de chocolat,Candy & Chocolate,32.5,7.5,15.0,5.0,e
Patte dours,Candy & Chocolate,30.0,7.5,12.5,2.5,e
Gingerbread Soft Cookies,Candy & Chocolate,27.5,7.5,12.5,2.5,e
Pattes d'ours Mélasse,Candy & Chocolate,27.5,7.5,11.25,2.5,e
Chocolate Chip Soft Cookies,Candy & Chocolate,32.5,7.5,12.5,2.5,e
Original Wagon Wheels,Candy & Chocolate,42.8571428571429,2.85714285714286,14.2857142857143,2.85714285714286,e
ruffles macaroon biscuits,Candy & Chocolate,11.0,1.0,5.0,1.0,c
Raspberry Viva Puffs,Candy & Chocolate,45.0,2.5,15.0,2.5,e
Biscuits Normandie (sablé),Candy & Chocolate,32.432432432432,5.4054054054054,27.027027027027,,e
Bâtonnets,Candy & Chocolate,36.363636363636,6.0606060606061,21.212121212121,3.030303030303,e
Sablés,Candy & Chocolate,28.5714285714286,3.57142857142857,25.0,3.57142857142857,e
Honey Nut Cheerios,Cereals & Granola,32.432432432432,8.1081081081081,5.4054054054054,8.1081081081081,d
Blueberry muffins gluten free,Candy & Chocolate,27.41935483871,4.8387096774194,14.516129032258,1.6129032258065,d
Muffins Anglais,Baked Goods & Biscuits,1.75438596491228,8.7719298245614,2.63157894736842,1.75438596491228,c
Muffins Anglais,Baked Goods & Biscuits,1.75439,10.52632,3.50877,3.0,b
Banana loaf,Candy & Chocolate,29.3,4.8,12.0,1.2,d
Lemon loaf,Candy & Chocolate,39.5,4.7,10.9,,e
Super Giant Marshmallows,Candy & Chocolate,54.166666666667,4.1666666666667,0.0,0.0,e
Super giant marshmallows,Candy & Chocolate,54.166666666667,4.1666666666667,0.0,,e
Bonbons a l’ancienne,Candy & Chocolate,92.857142857143,0.0,0.0,0.0,e
Strawberry jam,Spreads & Dips,73.333333333333,0.0,0.0,,d
Marmalade,Spreads & Dips,73.333333333333,0.0,0.0,,e
Gummy Berries & Cherries,Candy & Chocolate,46.1538461538462,5.12820512820513,0.0,0.0,d
Gummy Bears,Candy & Chocolate,46.1538461538462,5.12820512820513,0.0,0.0,d
Gummy Worms,Candy & Chocolate,50.0,7.14285714285714,0.0,0.0,d
Sour Gummy Bears,Candy & Chocolate,51.2820512820513,5.12820512820513,0.0,0.0,e
Sour Gummy Wigglers,Candy & Chocolate,52.3809523809524,4.76190476190476,0.0,0.0,e
Salted Tops Crackers,Chips & Savoury Snacks,0.0,10.0,13.3333333333333,3.33333333333333,e
Unsalted Tops Crackers,Chips & Savoury Snacks,0.0,10.0,13.3333333333333,3.33333333333333,d
Cheddar Cheese Flavour Crackers,Chips & Savoury Snacks,9.09090909090909,6.06060606060606,24.2424242424242,3.03030303030303,e
Chocolate Flavoured Cream Filled Wafers,Candy & Chocolate,50.0,3.33333333333333,23.3333333333333,3.33333333333333,e
Strawberry Flavoured Cream Filled Wafers,Candy & Chocolate,53.3333333333333,3.33333333333333,23.3333333333333,0.0,e
Vanilla Flavoured Cream Filled Wafers,Candy & Chocolate,53.3333333333333,3.33333333333333,23.3333333333333,0.0,e
Nice Sugar Sprinkled Coconut Cookies,Candy & Chocolate,24.2424242424242,6.06060606060606,15.1515151515152,3.03030303030303,e
Vanilla and Chocolate Flavour Duo Sandwich Cookies,Candy & Chocolate,34.2857142857143,5.71428571428571,20.0,0.0,e
Vanilla Flavour Sandwich Cookies,Candy & Chocolate,37.1428571428571,5.71428571428571,17.1428571428571,0.0,e
Chocolate Flavoured Sandwich Cream Cookies,Candy & Chocolate,40.0,3.33333333333333,23.3333333333333,3.33333333333333,e
Cheese Rice Snaps,Chips & Savoury Snacks,0.0,5.0,5.0,0.0,c
Gummy Mini Apple Rings,Candy & Chocolate,52.5,5.0,0.0,0.0,e
Gummy Frogs,Candy & Chocolate,51.219512195122,4.8780487804878,0.0,0.0,e
Gummy Desserts,Candy & Chocolate,50.0,0.0,0.0,0.0,d
Gummy Mini Fruit Salad,Candy & Chocolate,45.0,7.5,0.0,0.0,d
Wine Gums,Candy & Chocolate,52.3809523809524,4.76190476190476,0.0,0.0,e
Sour Rainbow Belts,Candy & Chocolate,53.6585365853659,0.0,2.4390243902439,0.0,e
Oven-Baked Puffs - BBQ,Chips & Savoury Snacks,4.0,6.0,30.0,2.0,d
Puffs Souffles Jalapeño,Chips & Savoury Snacks,4.0,4.0,30.0,2.0,d
Vegan Salted Caramel Truffles,Candy & Chocolate,49.99125,1.0,32.053759765625,1.03740234375,d
Sandwiches crème glacée chocolat,Ice Cream & Frozen,14.2857,2.1429,5.0,,c
Dessert glacé,Ice Cream & Frozen,9.6,0.8,4.0,,unknown
Dessert glacé avoine - vanille,Ice Cream & Frozen,7.97872340425532,0.531914893617021,6.38297872340426,0.0,c
Tartinade Chocolat Et Noisettes,Nuts & Seeds,57.8947368421053,2.63157894736842,36.8421052631579,0.0,e
Tartinade Chocolat Noir,Nuts & Seeds,50.0,5.0,35.0,5.0,e
Saveur chocolat au lait,Spreads & Dips,55.0,5.0,35.0,0.0,e
Tartinade aux noisettes et chocolat,Nuts & Seeds,58.0,1.6,37.0,,e
Tartinade noisettes et chocolat,Nuts & Seeds,55.0,2.0,40.0,0.0,e
Oatmeal Cranberry Dunkers Cookies with White Fudge Drizzle,Candy & Chocolate,39.4736842105263,5.26315789473684,18.4210526315789,2.63157894736842,e
Lemon & Ricotta Cheesecake Slices,Candy & Chocolate,20.6,3.9,17.5,,unknown
Cheesecake vanille,Candy & Chocolate,16.3,4.5,23.8,1.5,e
Chocolat noir 72% truffé de pépites de sirop d'érable,Candy & Chocolate,44.0,6.0,32.0,8.0,e
Rocky road chocolat au lait,Candy & Chocolate,50.0,8.0,32.0,4.0,e
No Sugar Added Milk Chocolate,Candy & Chocolate,10.0,7.5,35.0,2.5,e
Maple Crunch Milk Chocolate,Candy & Chocolate,55.0,5.0,35.0,0.0,e
Midnight Dark 72% Cocoa Dark Chocolate,Candy & Chocolate,27.5,7.5,42.5,10.0,e
SEA SALT FLEUR DE SEL DARK CHOCOLATE,Candy & Chocolate,27.5,7.5,42.5,10.0,e
72% Cocoa Spiced Fire Dark Chocolate,Candy & Chocolate,25.0,10.0,40.0,10.0,d
72% Cocoa Bold Espresso Dark Chocolate,Candy & Chocolate,25.0,10.0,40.0,10.0,d
Earl grey,Candy & Chocolate,25.0,10.0,40.0,10.0,d
Matcha Green Tea White Chocolate,Candy & Chocolate,50.0,7.5,40.0,0.0,e
Milk Chocolate Easter Shapes,Candy & Chocolate,53.1,7.5,30.8,2.9,e
Miel,Spreads & Dips,80.0,0.5,0.0,,e
Honey,Spreads & Dips,80.0,0.0,0.0,,e
Miel,Spreads & Dips,80.0,0.5,0.0,,e
Miel,Spreads & Dips,3.2,0.02,0.0,,a
Miel,Spreads & Dips,80.0,0.5,0.0,,e
Miel luquide,Spreads & Dips,80.0,0.5,0.0,,e
Miel,Spreads & Dips,80.0,0.5,0.0,,e
Miel,Spreads & Dips,80.0,0.5,0.0,0.0,e
miel,Spreads & Dips,80.0,0.5,0.0,0.0,e
Miel Trèfle,Spreads & Dips,80.0,0.5,0.0,,e
Miel,Spreads & Dips,80.0,0.0,0.0,,e
Miel crémeux,Spreads & Dips,16.0,0.0,0.0,,c
Miel cremeux non pasteurisé,Spreads & Dips,80.0,0.0,0.0,,e
Bonbons miel et citron,Candy & Chocolate,93.75,0.0,0.0,,e
Bonbons melanges,Candy & Chocolate,93.75,0.0,0.0,0.0,e
Miel crémeux au curcuma,Spreads & Dips,80.0,0.0,0.0,0.0,e
Miel cremeux a la vanille,Spreads & Dips,80.0,0.0,0.0,,e
Miel honey,Spreads & Dips,80.0,0.5,0.0,,e
Chips nature,Chips & Savoury Snacks,0.0,6.0,34.0,2.0,d
Butter Caramel Popcorn,Candy & Chocolate,44.0,2.0,20.0,2.0,e
Cotton Candy Banana Flavour,Candy & Chocolate,100.0,0.0,0.0,0.0,e
Christmas Pudding,Candy & Chocolate,44.5,2.8,5.1,3.1,d
Caramel Apple Flavored Granola,Cereals & Granola,21.666666666667,10.0,13.333333333333,6.6666666666667,c
Tradition,Candy & Chocolate,26.31,5.26,15.78,,d
"Maple Leaf Sandwich, Celebration Cookies",Candy & Chocolate,41.3793103448276,3.44827586206897,17.2413793103448,0.0,e
Biscuit Graham avec crème a saveur,Candy & Chocolate,37.837837837838,2.7027027027027,24.324324324324,,e
Party cookies cotton candy,Candy & Chocolate,13.0,1.0,7.0,0.0,unknown
Maple Leaf Tradition Cookies,Candy & Chocolate,41.4,3.4,17.2,0.0,e
Vital,Candy & Chocolate,25.8064516129032,6.45161290322581,25.8064516129032,6.45161290322581,d
Biscruit Vital son d’avoine bananes chocolat,Candy & Chocolate,35.483870967742,6.4516129032258,22.58064516129,6.4516129032258,e
Vital biscuits au son d'avoine canneberges,Baked Goods & Biscuits,32.258064516129,6.4516129032258,19.354838709677,9.6774193548387,d
Biscuit Vital au son d’avoine framboise et cacao,Candy & Chocolate,29.032258064516,6.4516129032258,22.58064516129,6.4516129032258,d
Biscuits Vital,Candy & Chocolate,29.0322580645161,6.45161290322581,25.8064516129032,9.67741935483871,d
Caramel Truffle & Milk Chocolate Cookies,Candy & Chocolate,46.6666666666667,3.33333333333333,23.3333333333333,3.33333333333333,e
Biscuits au beurre truffés framboise,Candy & Chocolate,43.3,6.6,23.3,3.3,e
Célébration - Biscuits au Beurre Truffés Érable,Candy & Chocolate,40.0,6.6,20.0,,e
Celebration Mint Truffle Dark Chocolate 45% Cocoa Butter Cookies,Candy & Chocolate,43.33333,6.66667,23.33333,,e
